name,created,addresses_road_name,addresses_start_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,type_of_contact,phone_number,hotel_Rating,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y,month_created,year_created
Ideal Youth Hostel ,2000-12-01 23:00:00+00:00,C Unió,12,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,934068322,0,43088820290757600,4581238874198060,41379705230488600,21734759532617000,12,2000
Alberg Be Barcelona Sagrada Familia ,2018-05-23 10:20:11+00:00,C Sicília,402,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8025,BARCELONA,Tel.,934585625,0,4303983970545340,45842142050699504,41406460831546200,21672769023737700,5,2018
Alberg The Hipstel II ,2018-05-23 10:36:07+00:00,C València,266,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,931745416,0,43002569600043904,458264903025973,41392331495401400,2162999210031360,5,2018
Ten to Go Hostel ,2018-05-23 11:40:03+00:00,C Valladolid,43,18,Sants,3,Sants-Montjuïc,8014,BARCELONA,Tel.,931389032,0,4278698032816320,4581116014766690,4137833376103740,21373966754956500,5,2018
Residencia Universitaria Sants ,2008-10-10 11:34:10+00:00,C Joan Güell,86,18,Sants,3,Sants-Montjuïc,8028,BARCELONA,Tel.,934 094 027,0,42748703595462200,4581342158477520,4138033614683520,21327926139032000,10,2008
Residencia Universitaria Sants ,2008-10-10 11:34:10+00:00,C Joan Güell,86,18,Sants,3,Sants-Montjuïc,8028,BARCELONA,Tel.,934 094 027,0,42748703595462200,4581342158477520,4138033614683520,21327926139032000,10,2008
Alberg The Bird House ,2015-07-21 08:51:32+00:00,C Comte d'Urgell,51,10,Sant Antoni,2,Eixample,8011,BARCELONA,Tel.,626 513 903,0,4296915934970240,4581454953842330,4138154771788510,21591418197190800,7,2015
Tierra Azul Hostel ,2015-07-21 09:33:21+00:00,C València,233,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,634 011 338,0,42990675417434200,4582562935075070,41391545708361000,21615865918643500,7,2015
Urbany Hostel Bcn Go! ,2015-07-21 09:52:23+00:00,G.V. Corts Catalanes,563,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8011,BARCELONA,Tel.,937 379 618,0,4298718536765470,4581780847699240,4138449866868330,21612597141775600,7,2015
Free Hostels Barcelona ,2015-07-20 16:21:35+00:00,C Londres,20,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,BARCELONA,Tel.,933154709,0,42847529315248704,4582253466794780,4138863242056980,2144502668709700,7,2015
No Limit Hostel Graffiti  ,2015-07-20 16:30:40+00:00,C Aragó,527,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,BARCELONA,Tel.,931863397,0,43175811585160304,45841865526166800,41406328353831296,2183546281107850,7,2015
Alberg The Hipstel ,2015-07-20 16:39:00+00:00,C València,266,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,931745417,0,43002569600043904,458264903025973,41392331495401400,2162999210031360,7,2015
Korea,2015-07-20 16:57:01+00:00,G.V. Corts Catalanes,628,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,933014426,0,43040504740022704,4582230225424280,4138859237252490,216758449832501,7,2015
LK Hostel ,2015-07-21 06:25:01+00:00,C Consell de Cent,30,15,Hostafrancs,3,Sants-Montjuïc,8014,BARCELONA,Tel.,934 243 463,0,42855396567735400,4580889981118340,41376358994379296,21456043246350300,7,2015
Alberg Mediterranean ,2015-07-21 06:36:17+00:00,C Diputació,335,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,Tel.,932 440 278,0,430808481344113,4582885382114960,41394527965411904,21723345862812800,7,2015
Primavera Hostel ,2015-07-21 07:39:26+00:00,C Mallorca,330,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,Tel.,931 752 151,0,4304916433386420,4583294644057630,4139818672902760,21684979891125600,7,2015
Alberg Campus del Mar ,2015-07-27 12:35:26+00:00,Pg Salvat Papasseit,4,3,la Barceloneta,1,Ciutat Vella,8003,BARCELONA,Tel.,933904000,0,43236626647557104,4581541013548070,4138255212049700,2191117029211110,7,2015
Residencia Onix,2004-10-25 14:58:07+00:00,C Sardenya,101,5,el Fort Pienc,2,Eixample,8013,BARCELONA,Tel.,932666100,0,4317137575180750,4583025584931240,4139586810841590,2183146580613480,10,2004
Alberg In,2004-05-13 08:17:56+00:00,C Major del Rectoret,2,22,"Vallvidrera, el Tibidabo i les Planes",5,Sarrià-Sant Gervasi,8017,BARCELONA,Tel.,932800985,0,4249446066343560,4586001095483600,41422063723798496,2101812736653690,5,2004
Galaxystar Hostel Barcelona ,2018-05-23 15:20:10+00:00,C Cabanes,48,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,Tel.,936393136,0,43054456442025504,458040833423521,413721952159029,21694618810988200,5,2018
Guest House Barcelona Bruc II ,2018-05-23 15:27:37+00:00,C Bruc,94,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,Tel.,932505530,0,4305549878037390,4582904035881020,41394674123922800,21693004756249800,5,2018
Apartament Turistic DV ,2018-09-21 10:14:12+00:00,C Torns,3,17,Sants - Badal,3,Sants-Montjuïc,8028,BARCELONA,Tel.,933343166,0,4268129726586340,4580650811080610,4137404843106650,2124815636888470,9,2018
Go Bcn Hostal Ideal Les Corts ,2018-05-23 09:46:10+00:00,C Taquígraf Martí,24,19,les Corts,4,Les Corts,8028,BARCELONA,Tel.,640565035,0,4273194764630940,4581900560991920,4138535033637580,21307219550827100,5,2018
Alberg  Azul B&B ,2018-05-23 10:27:08+00:00,C València,340,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,Tel.,618674921,0,4305380099174980,4583152234456300,41396908100013104,21690689361397400,5,2018
Alberg Barcelona and You ,2018-05-23 10:32:27+00:00,C Lepant,237,6,la Sagrada Família,2,Eixample,8013,BARCELONA,Tel.,932453877,0,4313216181649600,4583828311022010,414030646144892,2178365135183130,5,2018
Meeting Point Hostels ,2018-05-23 10:51:30+00:00,C Vallespir,20,18,Sants,3,Sants-Montjuïc,8014,BARCELONA,Tel.,934097446,0,4278969250093030,4581156221380030,4137869831758520,2137716205065050,5,2018
Go Bcn Hostal Ideal Badal ,2018-05-23 10:59:06+00:00,Rbla Badal,39,16,la Bordeta,3,Sants-Montjuïc,8014,BARCELONA,Tel.,656525199,0,4275468186907640,4579868648875260,4136707019036230,2133683606045570,5,2018
Casa Sant Felip Neri,2017-01-13 13:32:18+00:00,C Nena Casas,37,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017,BARCELONA,Tel.,686076732,0,4273462349544040,458305178576547,4139572136064740,2130903870123050,1,2017
Residencia d'Estudiants  Barcelona Housing Student,2004-06-14 12:14:57+00:00,C Gran de Gràcia,117,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,Tel.,629 561 477,0,4292273815415880,4583683122006280,4140157532547140,2153330264373880,6,2004
Garden House Hostel Barcelona ,2015-07-20 16:23:39+00:00,C Hedilla,58,43,Horta,7,Horta-Guinardó,8031,BARCELONA,Tel.,934272479,0,42992560096384496,4587498038965720,4143599597178520,21612403865819000,7,2015
BCG Hostel ,2015-07-23 13:37:19+00:00,C Roger de Llúria,41,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,Tel.,697230218,0,4305573598270930,4582679167075310,4139264900901430,21693546316487700,7,2015
Apartament Turistic Tibidabo Apartments ,2015-07-28 08:25:50+00:00,C Jericó,20,39,Sant Genís dels Agudells,7,Horta-Guinardó,8035,BARCELONA,Tel.,677518608,0,42802516774796200,458589947514347,4142143035033310,21386857960793200,7,2015
Missioneres Germanes de Betania,1999-04-19 22:00:00+00:00,Alt de Gironella,7,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017,BARCELONA,Tel.,932035459,0,4272549088656720,458294163882034,41394721057495504,21298247651935100,4,1999
Residencia per a Investigadors CSIC ,1998-11-11 23:00:00+00:00,C Hospital,64,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,93 443 27 59,0,4305533181506620,458130183451492,4138024346069980,21694641764770900,11,1998
Alberg Barcelona Central Garden ,2015-07-20 14:24:22+00:00,C Roger de Llúria,41,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,Tel.,935006999,0,4305573598270930,4582679167075310,4139264900901430,21693546316487700,7,2015
Residencia d'Estudiants Xior Diagonal Besos,2021-02-25 10:03:13.343354+00:00,Av d'Eduard Maristany,16,70,el Besòs i el Maresme,10,Sant Martí,8019,Barcelona,Tel.,937866833,0,4349828065583,4584858969943530,4141265194090910,22220511048600000,2,2021
Residencia Sagrado Corazon de Jesus,2008-10-10 11:19:14+00:00,C Alt de Gironella,7,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017,BARCELONA,Tel.,933 188 716,0,4272549088656720,4582941637820340,4139472104848900,21298247653136300,10,2008
Residencia Sant Raimon de Penyafort,2008-10-10 14:04:36+00:00,Av Diagonal,643,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,Tel.,932 162 700,0,4264060183228750,458199116691015,4138608333875300,2119786980395880,10,2008
Residencia Universitaria Josep Manyanet,2004-04-26 21:30:02+00:00,C Entença,309,19,les Corts,4,Les Corts,8029,BARCELONA,Tel.,933631290,0,42797058604029600,4582336987872690,4138933962539200,2138456656431630,4,2004
Residencia d'Estudiants Vita Student ,2022-07-15 10:53:36.221823+00:00,Carrer de Sancho de Ávila,2,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,Barcelona,Tel.,93 522 01 79,0,432095926,4583132802,4139686614274530,21877056893900800,7,2022
Residencia d'Estudiants Garbi,2019-07-10 10:28:30+00:00,C Viriat,37,18,Sants,3,Sants-Montjuïc,8014,BARCELONA,Tel.,931454082,0,42812655573391904,4581355881480160,4138051712570050,2140438393126590,7,2019
Bedcelona Gracia Hostel ,2015-07-20 14:53:49+00:00,C Legalitat,17,31,la Vila de Gràcia,6,Gràcia,8024,BARCELONA,Tel.,932196505,0,42977711705509296,458438020632279,41407901910915000,21598253253628100,7,2015
Holidays Bcn Hostel ,2015-07-20 15:07:09+00:00,C Sepúlveda,45,10,Sant Antoni,2,Eixample,8015,BARCELONA,Tel.,931630760,0,4293000154012610,4580992462274840,4137734789938510,2154513156125280,7,2015
Alberg Camino B&B ,2015-07-20 15:23:46+00:00,C Radas,44,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,Tel.,618745568,0,42977825387425904,45804021281374600,4137207282375540,21603001074292500,7,2015
Alberg Casa Del Mediterraneo ,2015-07-20 15:34:25+00:00,C València,226,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,661857753,0,4297665175722820,4582395358680980,4139002417174450,21599287697988300,7,2015
Alberg Des Artistes ,2015-07-20 15:54:19+00:00,G.V. Corts Catalanes,716,5,el Fort Pienc,2,Eixample,8013,BARCELONA,Tel.,660863394,0,4312371141461010,4583044471650410,4139599759950620,21774432963199000,7,2015
Alberg Fabrizzios Terrace Barcelona ,2015-07-20 16:09:07+00:00,C Girona,49,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,Tel.,931621612,0,43083437111450704,4582778375164200,4139356641515430,21726564687567200,7,2015
Alberg Twentytu ,2015-07-21 09:48:28+00:00,C Tànger,22,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,Tel.,932 387 185,0,4321648650609210,458338976346958,4139918633845470,2188501496136840,7,2015
Sant Jordi Hostel Sagrada Familia ,2015-07-21 08:14:56+00:00,C Freser,5,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,BARCELONA,Tel.,934 460 517,0,4313939913067010,4584589378615000,41409925482079000,21791446139619700,7,2015
St. Paul Hostel ,2015-07-21 08:33:37+00:00,Rda Sant Pau,51,10,Sant Antoni,2,Eixample,8015,BARCELONA,Tel.,618 745 568,0,4301502101359810,4580984046533740,41377346350573504,21646803902423900,7,2015
Yellow Nest Hostel ,2015-07-21 10:05:03+00:00,Ptge Regent Mendieta,5,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,Tel.,934 490 596,0,4267314833748930,4581000611648320,4137719152808310,21237990004497500,7,2015
Barcelo Hostel 1 ,2015-07-20 14:16:51+00:00,C Còrsega,226,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,BARCELONA,Tel.,936677806,0,42925410950062496,4582642738160560,4139220732372950,2153771538980090,7,2015
Gracia City Hostel ,2015-07-20 16:28:39+00:00,C Sant Pere Màrtir,18,31,la Vila de Gràcia,6,Gràcia,8012,BARCELONA,Tel.,936674115,0,4296009519712400,4583400397841830,4139906172861610,2157831788437100,7,2015
Hostel Bruc ,2015-07-20 16:42:56+00:00,C Bruc,123,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,Tel.,651521158,0,4302816334088240,4583152043405410,4139688419243670,21660023948548400,7,2015
Alberg Hostelscat ,2015-07-20 16:47:17+00:00,C Panissars,5,18,Sants,3,Sants-Montjuïc,8028,BARCELONA,Tel.,936672706,0,42753166162345696,4580865363141020,4137604585627570,2133383258600780,7,2015
Alberg Itaca ,2015-07-20 16:53:33+00:00,C Ripoll,21,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933019751,0,4310529371782580,4581861533154770,4138532746817520,21753750042540100,7,2015
Alberg Live & Dream ,2015-07-21 06:17:16+00:00,C Rossend Arús,23,18,Sants,3,Sants-Montjuïc,8014,BARCELONA,Tel.,933 329 128,0,4278790743146460,4580541572376200,41373160803800800,21375758829528100,7,2015
Alberg Arc House ,2018-05-23 10:23:04+00:00,C Buenaventura Muñoz,16,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,Tel.,930161181,0,4318097096917130,4582502132057430,4139116166395000,2184353207057920,5,2018
Residencia d'Estudiants  Barcelona Diagonal ,2018-05-23 10:43:46+00:00,C Capità Arenas,56,23,Sarrià,5,Sarrià-Sant Gervasi,8034,BARCELONA,Tel.,937012000,0,4268582017620910,4582751591588780,4139297340160790,2125102845599090,5,2018
Residencia d'Estudiants  Barcelona Diagonal ,2018-05-23 10:43:46+00:00,C Capità Arenas,56,23,Sarrià,5,Sarrià-Sant Gervasi,8034,BARCELONA,Tel.,937012000,0,4268582017620910,4582751591588780,4139297340160790,2125102845599090,5,2018
Hostal One Bcn Vallespir ,2018-05-23 10:47:28+00:00,C Vallespir,34,18,Sants,3,Sants-Montjuïc,8014,BARCELONA,Tel.,930115353,0,4278662202946830,4581217623774150,4137924859372890,2137341737796580,5,2018
Alberg Futura Casa Lola ,2018-05-23 10:54:37+00:00,C Salvà,36,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,Tel.,936317259,0,43023897136543200,4580537811908200,41373334952061000,21657931149717200,5,2018
Go Bcn Hostal Ideal Sants ,2018-05-23 11:07:45+00:00,C Berlín,58,18,Sants,3,Sants-Montjuïc,8029,BARCELONA,Tel.,640512840,0,4281578603453920,4581750028640120,4138406985683300,2140766006382220,5,2018
Apartament Turistic Descartes ,2015-07-28 07:27:22+00:00,C Descartes,4,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,BARCELONA,Tel.,932022889,0,4283699058982630,4583562171005420,4140041003190840,2143087483990470,7,2015
Alberg Fabrizzio's Petit ,2015-07-20 16:06:45+00:00,C Bruc,65,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,Tel.,932154059,0,43062162717664600,4582804550865250,4139378384660310,21701089311996800,7,2015
Barcelona Sound Hostel ,2008-10-09 15:09:27+00:00,C Nou de la Rambla,91,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,931 850 800,0,43067796603861296,4580817148271570,41375888785538400,2171010168799880,10,2008
Sagrada Familia d'Urgell,2008-10-09 17:43:30+00:00,C Avinyó,20,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933 188 716,0,4311637181970400,45813937927422200,4138112415479130,21767529806650500,10,2008
Alberg Backpackers BCN Casanova ,2015-07-20 14:12:27+00:00,C Casanova,52,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8011,BARCELONA,Tel.,935666725,0,429767790684601,4581797994510310,4138464402624650,21600132500709900,7,2015
Barcelona Urbany Hostel ,2015-07-20 14:34:02+00:00,Av Meridiana,97,65,el Clot,10,Sant Martí,8026,BARCELONA,Tel.,932458414,0,4320110163811450,4584254423005760,4140696107080530,2186564094304580,7,2015
Residencia Universitaria La Salle Bonanova,2008-10-09 16:28:44+00:00,Pg Bonanova,8,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,BARCELONA,Tel.,932 540 965,0,4274903043031030,4584218225419780,414062399904267,2132487351954570,10,2008
Nostra Senyora de la Consolacio,2008-10-09 17:22:29+00:00,Ptge Concepció,8,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,Tel.,934 883 316,0,4297895102379800,458292650150379,4139480999853440,2160142185993910,10,2008
Hello Bcn Hostel ,2007-11-02 10:00:53+00:00,C Lafont,8,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,Tel.,934428392,0,430519771629211,4580564055709830,413735956133217,2169147595451210,11,2007
Guest House Barcelona Bruc I ,2018-05-23 15:23:37+00:00,C Bruc,94,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,Tel.,932505530,0,4305549878037390,4582904035881020,41394674123922800,21693004756249800,5,2018
Residencia Universitaria Campus del Mar,2002-06-25 18:16:41+00:00,Pg Salvat Papasseit,4,3,la Barceloneta,1,Ciutat Vella,8003,BARCELONA,Reserves,902444447,0,4323662654755800,4581541018548020,41382552165446200,21911170166945200,6,2002
Hostel Sun & Moon ,2005-07-23 10:38:05+00:00,C Ferran,17,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,932702060,0,4310114796793900,4581383047816060,4138101433917350,21749336893605600,7,2005
Alberg Lenin Hostel ,2018-05-23 10:39:01+00:00,C València,278,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,932153645,0,43015501771715000,4582776411043720,41393490012273696,21645312493204900,5,2018
Yeah Barcelona Hostel ,2018-05-23 11:04:18+00:00,C Girona,176,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,Tel.,935310135,0,4301572465450090,4583501465971370,414000205267305,2164474276126230,5,2018
Alberg The Bird House 2  ,2018-05-23 11:17:03+00:00,C Comte d'Urgell,51,10,Sant Antoni,2,Eixample,8011,BARCELONA,Tel.,626513905,0,4296915934970240,4581454953842330,4138154771788510,21591418197190800,5,2018
Residencia Universitaria Augusta,2007-10-11 08:09:09+00:00,Trav Gràcia,96,31,la Vila de Gràcia,6,Gràcia,8006,BARCELONA,Tel.,933689099,0,4292643432495180,4583364174124920,413987059336705,21538096653914000,10,2007
Residencia TSH Campus Poble,2007-08-30 12:14:09+00:00,Av Paral.lel,101,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,Informació i reserves,933299667,0,43001410051738896,4580705672223000,41374827294274600,2163084990326940,8,2007
Mestral Mar,2008-10-09 16:48:10+00:00,G.V. Corts Catalanes,701,5,el Fort Pienc,2,Eixample,8013,BARCELONA,Tel.,932 463 190,0,43131747033437104,458319565919192,4139736616574060,21783872908194000,10,2008
Apartament Turistic Midtown Apartments,2018-09-21 09:57:04+00:00,C Casp,35,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Tel.,935518500,0,43086309088806800,4582522018671170,4139125996292620,2173029237931840,9,2018
Apartament Turistic Hostemplo ,2018-09-21 10:02:48+00:00,C Sicília,276,6,la Sagrada Família,2,Eixample,8013,BARCELONA,Tel.,934765575,0,43100626727751600,4583590159280560,41400892659361600,217461994764166,9,2018
Residencia Sardenya,2006-03-07 12:32:35+00:00,C Sardenya,326,6,la Sagrada Família,2,Eixample,8025,BARCELONA,Tel.,934367739,0,4308606806221680,4583930270933710,41403943425731904,217283960547143,3,2006
Residencia d'Estudiants Xior The Loftown,2021-02-25 08:53:14.860889+00:00,de Sèneca,24,31,la Vila de Gràcia,6,Gràcia,8006,Barcelona,Tel.,936258900,0,42943384604846,458313927914061,4139669527987130,21558633775562700,2,2021
Esclaves del Sagrat Cor de Jesus,1996-08-22 22:00:00+00:00,C Mallorca,234,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,Tel.,932152509,0,4298225759767840,4582638156323720,4139221585974740,21605710905377100,8,1996
Room 018 Barcelona Hostel ,2015-07-21 07:53:16+00:00,C Pobla de Lillet,18,19,les Corts,4,Les Corts,8028,BARCELONA,Tel.,935 344 000,0,42729985376127200,4581403414839450,4138087096748900,2130546936231030,7,2015
Sleep Green ,2015-07-21 08:27:22+00:00,C Balmes,9,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,635669021,0,43026065484567504,4582027846369320,4138675710438580,2165880912682410,7,2015
Alberg Studio Hostel ,2015-07-21 08:39:29+00:00,C Duquessa d'Orleans,56,23,Sarrià,5,Sarrià-Sant Gervasi,8034,BARCELONA,Tel.,932 050 961,0,42634145461704704,4583514363035970,4139979617959400,2118829605855640,7,2015
Alberg The Buba House ,2015-07-21 09:24:12+00:00,C Aragó,237,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,935 008 318,0,4299835094501810,45824580441143696,41390607676535504,2162516723547520,7,2015
Wow Hostel Barcelona ,2015-07-21 09:55:53+00:00,Av Diagonal,578,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,Tel.,931 711 459,0,4287913109567840,4582839622142610,4139393974173920,2148213200212610,7,2015
360 Hostel Barcelona ,2015-07-21 10:08:00+00:00,C Bailèn,7,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Tel.,932 469 973,0,4312355242606340,4582559606380390,4139163043193780,21774793346997400,7,2015
Apartament Turistic ,2021-02-24 14:46:11.767956+00:00,Antic de Bofarull,11,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,Barcelona,,,0,43198261956047,458467785675468,4141077240375480,2186176787572690,2,2021
Residencia d'Estudiants Vita Student ,2022-01-20 09:00:25.443196+00:00,Avinguda d'Esplugues,102,21,Pedralbes,4,Les Corts,8034,Barcelona,Tel.,93 522 01 79,0,42576576072968,4582776248770940,4139309538488680,21120339123496700,1,2022
Residencia d'Estudiants LIV Student Sarria,2022-07-22 10:21:53.890768+00:00,Carrer de Can Ràbia,7,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017,Barcelona,Tel.,689954120,0,427631216,4582742042,4139295732192430,21343495003610500,7,2022
Residencia d'Estudiants LIV Student Barcelona 22@,2022-09-01 07:24:12.416589+00:00,Carrer de Puigcerdà,90,70,el Besòs i el Maresme,10,Sant Martí,8019,Barcelona,Tel.,938 679 000,0,434185312,4584925457,4141318586098700,22125024867898000,9,2022
