name,created,addresses_road_name,addresses_start_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,type_of_contact,phone_number,hotel_Rating,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y,month_created,year_created
Hotel Boutique Hostemplo ,2015-11-11 10:45:37+00:00,Ptge Gaiolà,19,6,la Sagrada Família,2,Eixample,8013,BARCELONA,Tel.,934765575,3,4309030112724960,4583630373867250,41401245991816304,21733802173074900,11,2015
Hotel NH Barcelona Eixample ,1996-09-17 22:00:00+00:00,C València,105,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8011,BARCELONA,Tel.,933236215,3,42928709432425200,4581956594862390,413860303754122,21542461443874300,9,1996
Hotel Barcelona Catedral ,2006-12-04 10:12:13+00:00,C Capellans,4,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933042255,4,43102585745311200,4581804914701780,4138481520145630,2175057601445800,12,2006
Hotel Avenida Palace ,1996-09-17 22:00:00+00:00,G.V. Corts Catalanes,605,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Centraleta,933019600,4,4303899315352650,4582287692860430,4138910865511270,216739711404861,9,1996
Hotel Silken Ramblas ,1996-09-17 22:00:00+00:00,C Pintor Fortuny,13,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,933426180,4,43060388059588896,4581608051536640,4138300582600390,21700337407342300,9,1996
Hotel Balmes ,1996-09-17 22:00:00+00:00,C Mallorca,216,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8008,BARCELONA,Centraleta,934456500,4,4297097900960940,4582527251382340,41391207128320800,215923500979415,9,1996
Hotel Banys Orientals ,1996-09-17 22:00:00+00:00,C Argenteria,37,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,Tel.,932688460,3,4314436024158640,4581688159926160,4138379933297750,2180066620137650,9,1996
Hotel Urquinaona ,1998-04-03 22:00:00+00:00,Rda Sant Pere,24,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Tel.,932681336,1,43095526003606200,4582308547772850,41389345214488800,21741559288787000,4,1998
Hotel Hilton Barcelona ,1996-09-17 22:00:00+00:00,Av Diagonal,589,19,les Corts,4,Les Corts,8014,BARCELONA,Centraleta,934957777,4,4273798327908880,4582296645139950,41388923156341296,2131396273149400,9,1996
Gran Hotel Havana ,1996-09-17 22:00:00+00:00,G.V. Corts Catalanes,647,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Tel.,933417000,4,4307964635018800,4582686134056360,41392732367978304,21722136121381000,9,1996
Hotel Turin ,1996-09-17 22:00:00+00:00,C Pintor Fortuny,9,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Centraleta,933024812,3,4306161014749210,4581618515437030,4138310112516650,2170178687546500,9,1996
Hotel Oasis ,1996-09-17 22:00:00+00:00,Pla Palau,17,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,Tel.,933194396,2,4318311036729790,4581568300174280,413827527171537,2184714161998720,9,1996
Hotel NH Les Corts ,1996-09-17 22:00:00+00:00,Trav Corts,292,19,les Corts,4,Les Corts,8029,BARCELONA,Tel.,933220811,3,427805680685848,4582137812780960,4138753095003230,21365081765209500,9,1996
Hotel Cortes ,1996-09-17 22:00:00+00:00,C Santa Anna,25,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933179112,2,4307430721854830,4581885921853440,41385520512782096,2171666520341020,9,1996
Hotel Moderno ,1996-09-17 22:00:00+00:00,C Hospital,11,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Centraleta,933014224,3,43082650947616096,458139090370159,4138106921337750,2172720867502440,9,1996
Hotel Arc La Rambla ,1996-09-16 22:00:00+00:00,C Rambla,19,1,el Raval,1,Ciutat Vella,8002,BARCELONA,Tel.,933019798,3,43106296224370800,4581066518916080,4137816786818190,217558533778509,9,1996
Hotel Miramar ,2004-07-16 12:22:23+00:00,Pl Carlos Ibáñez,3,11,el Poble-sec,3,Sants-Montjuïc,8038,BARCELONA,Tel.,932811600,5,43067421519094400,4580254997758890,4137082533668780,2171029603858890,7,2004
Hotel Room Mate Carla ,2007-05-04 11:05:01+00:00,C Mallorca,288,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,Reserves,900818320,4,43028901334877000,4583095762955940,4139637793333200,21660971468880600,5,2007
Abba Rambla Hotel ,2005-07-21 12:45:56+00:00,Rbla Raval,4,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,935055400,3,43042216244332304,4581217412311950,41379471765076200,2167905493015960,7,2005
Hotel Boutique H10 Catalunya Plaza ,1996-09-17 22:00:00+00:00,Pl Catalunya,7,7,la Dreta de l'Eixample,2,Eixample,8002,BARCELONA,Tel.,933177171,3,4304866446434790,45820541351593200,413870134395621,2168580579042270,9,1996
Hotel Rialto ,1996-09-17 22:00:00+00:00,C Ferran,42,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Reserves,932689070,3,4311424333814840,4581503717665020,41382112395146896,21764859594212700,9,1996
Hotel Meson de Castilla Atiram ,1996-09-17 22:00:00+00:00,C Valldonzella,5,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,933182182,2,4303132123812960,458180327457165,4138473901311320,21665352954464100,9,1996
Best Western Plus Hotel Alfa Aeropuerto ,1996-11-24 23:00:00+00:00,C K Zona Franca,2,12,la Marina del Prat Vermell,3,Sants-Montjuïc,8040,BARCELONA,Centraleta,933362564,4,4257836857818410,4575604465157510,4132850372104670,21131257319079100,11,1996
Hotel Colors ,2000-06-09 22:00:00+00:00,C Campoamor,79,43,Horta,7,Horta-Guinardó,8031,BARCELONA,Centraleta,932749920,1,4293083289682440,4587430515495150,41435333715684704,2153860582109360,6,2000
Hotel Novotel Barcelona City ,2009-10-15 16:12:54+00:00,Av Diagonal,199,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,Tel.,933262499,4,43238761678703600,45839347181990400,4140411334876110,21911051109272400,10,2009
Hotel Catalonia Eixample 1864 ,2003-03-12 16:28:13+00:00,C Roger de Llúria,60,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,Centraleta,932720050,4,4304824535327330,4582787360004380,4139361699600460,21684463036144400,3,2003
Hotel Sagrada Familia ,2004-11-16 12:51:03+00:00,C Còrsega,541,6,la Sagrada Família,2,Eixample,8025,BARCELONA,Centraleta,934366115,3,43075752557917400,4584149711772580,4140591097677740,21715805115555300,11,2004
Hotel America ,2001-07-06 22:00:00+00:00,C Provença,195,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8008,BARCELONA,Tel.,934876292,4,429549410639473,458260065563279,4139185422254020,2157308317484880,7,2001
Hotel Two by Axel ,2015-06-29 12:30:51+00:00,C Calàbria,90,10,Sant Antoni,2,Eixample,8015,BARCELONA,Tel.,935392313,4,42943179107966200,4581184364429230,4137908786510450,21560665268392400,6,2015
Hotel Ingles ,1984-05-29 22:00:00+00:00,C Boqueria,19,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933173770,1,43093254843563696,4581437446269010,41381497518093600,21739836073152500,5,1984
Hotel NH Collection Barcelona Podium ,1996-09-17 22:00:00+00:00,C Bailèn,4,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Tel.,932650202,4,4312540850776210,4582572421259130,4139174743833100,2177699871910960,9,1996
Hotel Flor Parks ,1999-06-18 22:00:00+00:00,C Rambla,70,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933429760,3,430928567491827,4581352282099410,41380730127971400,2173945708810750,6,1999
Park Hotel ,1996-09-17 22:00:00+00:00,Av Marquès de l'Argentera,11,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,Tel.,933196000,3,43180410290163400,4581735287539140,4138425443779290,21843724753789200,9,1996
Hotel Catalonia Diagonal Centro ,1996-09-17 22:00:00+00:00,C Balmes,142,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,Centraleta,934159090,4,4295098199765820,4582828208404510,4139390024070430,2156808319586470,9,1996
Hotel Rey Juan Carlos I ,1996-09-17 22:00:00+00:00,Av Diagonal,661,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,Tel.,933644040,5,4254865763728200,4581483379664180,4138142529046890,21088538068319000,9,1996
Hotel Melia Barcelona Sky ,2003-10-20 07:49:42+00:00,C Pere IV,272,68,el Poblenou,10,Sant Martí,8005,BARCELONA,Tel.,933672050,4,4331864009803290,4584168772075230,41406288190178896,2200634797754350,10,2003
Hotel Soho ,2005-01-05 12:55:50+00:00,G.V. Corts Catalanes,543,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8011,BARCELONA,Tel.,935529610,3,4297576928097190,4581668889768150,4138348034132370,21599074577043200,1,2005
Hotel Iberostar Paseo de Gracia ,2018-07-10 10:15:22+00:00,Pl Catalunya,10,7,la Dreta de l'Eixample,2,Eixample,8002,BARCELONA,Tel.,900811676,4,43055228798589104,4582148599251040,4138786991751780,2169354802486350,7,2018
Aparthotel Bertran ,1996-09-16 22:00:00+00:00,C Bertran,150,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8023,BARCELONA,Centraleta,932127550,3,4281014272690960,4584674905097220,41410408003866200,2139743831333810,9,1996
NH Collection Barcelona Gran Hotel Calderon ,1996-09-16 22:00:00+00:00,Rbla Catalunya,26,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,933010000,5,4302829715687350,45823174535480000,4138936743631290,21661144753718200,9,1996
Hotel Hesperia Barcelona Presidente ,1996-09-17 22:00:00+00:00,Av Diagonal,570,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,Centraleta,932002111,4,42885655731813904,4582861240945440,4139414022868590,21489910442692200,9,1996
Hotel Jazz ,2004-03-04 15:01:16+00:00,C Pelai,3,7,la Dreta de l'Eixample,2,Eixample,8001,BARCELONA,Tel.,935529696,3,430259030880152,4581937675248900,4138594482150710,2165871871325040,3,2004
Hotel Vilamari ,2002-11-23 13:09:00+00:00,C Vilamarí,34,10,Sant Antoni,2,Eixample,8015,BARCELONA,Centraleta,932890909,4,42912711109715904,4580922998916690,41376707056594896,21524537675316400,11,2002
Hotel Lloret Ramblas ,1996-09-16 22:00:00+00:00,C Rambla,125,1,el Raval,1,Ciutat Vella,8002,BARCELONA,Tel.,933173366,1,43062135338369400,4581813308537100,41384856019140400,2170219188630120,9,1996
Hotel Cotton House ,2015-06-02 07:44:04+00:00,G.V. Corts Catalanes,670,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Tel.,934505045,5,4307639148397720,4582581341072090,41391785729674600,2171836296038710,6,2015
Hotel Sansi Diputacio ,2003-06-18 10:58:42+00:00,C Diputació,234,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,933040707,4,4301470299130790,4582206554602040,4138835681196830,2164501431031270,6,2003
Hotel Catalonia Park Guell ,1996-10-22 22:00:00+00:00,Pg Mare de Déu del Coll,10,29,el Coll,6,Gràcia,8023,BARCELONA,Centraleta,932191204,3,42852999901420304,458510969194908,4141436217194450,21448197221746900,10,1996
Hotel H10 Montcada ,2002-10-08 12:35:53+00:00,Via Laietana,24,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,Tel.,932688570,3,43130906871085800,4581751347282200,4138435696745750,21784505942478200,10,2002
Hotel Annex ,2002-05-11 08:56:11+00:00,C Jaume I,8,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933106208,1,4312648991651110,45816296674607200,4138325726026670,2177936178383130,5,2002
Hotel Sixtytwo Barcelona ,2002-12-16 12:22:27+00:00,Pg Gràcia,62,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,932724180,4,43015134576516200,4582717027622310,4139295484694660,2164494179716710,12,2002
Hotel H10 Cubik ,2015-12-14 11:02:53+00:00,Via Laietana,69,2,el Barri Gòtic,1,Ciutat Vella,8003,BARCELONA,Tel.,933202200,4,4308688249046600,4582170013106950,41388090051656800,2173137991613630,12,2015
Hotel Catalunya ,1996-09-17 22:00:00+00:00,C Santa Anna,24,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Centraleta,933019150,2,43075035511549696,4581881978893410,4138548562672450,21717540683013300,9,1996
Hotel Mercure Barcelona Condor ,1996-09-17 22:00:00+00:00,Via Augusta,127,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,BARCELONA,Tel.,932094511,4,4285495211629760,45835157564961296,4140000797611950,2145241473761360,9,1996
Hotel La Ciudadela ,2015-07-31 07:13:58+00:00,Pg Lluís Companys,2,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8018,BARCELONA,Tel.,933099557,1,43174624734463400,4582324105781640,41389552849884600,21836142474250500,7,2015
Hotel Claris ,1996-09-17 22:00:00+00:00,C Pau Claris,150,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,Tel.,934876262,5,43019788127762496,4582887095972750,41394490635467200,21650311628824500,9,1996
Hotel Barcelona Apolo ,1996-09-17 22:00:00+00:00,Av Paral·lel,57,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,Centraleta,933430000,4,43062038762374304,4580694851453620,4137478233227130,2170335682261540,9,1996
Hotel Zenit Barcelona ,1996-09-17 22:00:00+00:00,C Santaló,8,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,Centraleta,932411800,4,42868152199987296,4582952189021320,413949438601972,2146886805329930,9,1996
Hotel HCC Montblanc ,2000-10-06 22:00:00+00:00,Via Laietana,61,2,el Barri Gòtic,1,Ciutat Vella,8003,BARCELONA,Centraleta,933435555,3,43090465256394896,4582133285472660,4138776233552520,2173570664320260,10,2000
Hotel Suizo ,1996-09-17 22:00:00+00:00,Pl Àngel,12,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Centraleta,933106108,3,43129759683457296,4581691644862510,4138381826558650,217832017276016,9,1996
Hotel Abbot ,1996-09-17 22:00:00+00:00,Av Roma,23,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,BARCELONA,Centraleta,934300405,4,42850940998851400,4581464528500950,4138152977846600,2145003783714930,9,1996
Hotel,2015-07-30 16:16:03+00:00,G.V. Corts Catalanes,558,10,Sant Antoni,2,Eixample,8011,BARCELONA,Tel.,933185150,2,4298271721351850,4581664473825670,4138344663163480,2160738850889610,7,2015
Kiwidestiny Apartaments & Suites ,2015-07-30 16:19:15+00:00,Av Diagonal,578,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,Tel.,934143873,3,4287913109567840,4582839622142610,4139393974173920,2148213200212610,7,2015
Hotel Ayre Hotel Rosello ,2015-07-30 16:28:11+00:00,C Rosselló,390,6,la Sagrada Família,2,Eixample,8025,BARCELONA,Tel.,936009200,4,4308587766205500,4584028191978360,41404825203910400,21728056433625100,7,2015
Hotel Bestprice Diagonal ,2015-07-30 16:34:59+00:00,Av Diagonal,70,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,BARCELONA,Tel.,935991271,1,4339429485599180,4584530545696040,41409609115510800,22096458952466900,7,2015
Hotel Gaudi ,1996-09-17 22:00:00+00:00,C Nou de la Rambla,12,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,933179032,3,43093262649280496,4581155292022960,4137895624489910,2174016697616000,9,1996
Aparthotel Acacia ,1996-09-17 22:00:00+00:00,C Comte d'Urgell,194,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,BARCELONA,Centraleta,934540737,4,42903331674567800,4582172286704490,4138795068669850,21511859180839100,9,1996
Hotel Casa Sagnier,2008-03-20 11:06:08+00:00,Rbla Catalunya,104,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,Centraleta,935 959 545,5,4297466566710260,4582847002270450,4139409023435550,2159638847196220,3,2008
Aparthotel Napols ,1998-03-27 23:00:00+00:00,C Nàpols,116,5,el Fort Pienc,2,Eixample,8013,BARCELONA,Tel.,932464573,2,4314155834252070,4582978682328450,4139542029617380,21795854259820100,3,1998
Hotel Majestic ,1996-09-17 22:00:00+00:00,Pg Gràcia,68,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,Centraleta,934881717,5,430095911291374,4582777358022260,4139349340602510,2163824195490650,9,1996
Capri by Fraser Hotel Residences ,2008-12-17 10:38:31+00:00,C Sancho de Ávila,32,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,Tel.,933208735,4,4321954357959240,4583230698027290,41397756260768200,2188884986209940,12,2008
Hotel Ilunion Almirante ,1996-09-17 22:00:00+00:00,Via Laietana,42,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,Informació i reserves,932683020,4,431118185526504,4581946841335580,4138610140293680,2176145615147850,9,1996
Aparthotel Atenea Barcelona ,1996-09-17 22:00:00+00:00,C Joan Güell,207,19,les Corts,4,Les Corts,8028,BARCELONA,Centraleta,934906640,4,42721899341767504,4582003199968720,41386265679203600,2129507954550700,9,1996
Hotel Oriente Atiram ,1996-09-17 22:00:00+00:00,C Rambla,45,1,el Raval,1,Ciutat Vella,8002,BARCELONA,Centraleta,933022558,3,4309505582989430,4581250330098990,4137981376393020,2174220296291630,9,1996
Hotel Ginebra ,1996-09-17 22:00:00+00:00,Rbla Catalunya,1,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,932502017,1,43044356004996000,4582113755568690,4138754669720350,21680584693791200,9,1996
Pol & Grace Hotel ,2000-05-26 22:00:00+00:00,C Guillem Tell,49,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8006,BARCELONA,Tel.,934154000,4,4287622710545500,4583710955637150,4140178493638490,21477633499258700,5,2000
Gran Hotel Barcino ,1996-09-17 22:00:00+00:00,C Jaume I,6,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933022012,4,4312524332888080,4581617404577870,41383145746925296,2177788494005560,9,1996
Hotel Rekord ,1998-04-27 22:00:00+00:00,Muntaner,352,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,Tel.,932001953,4,4284312173461750,458335708601877,4139856837231790,2143845119021240,4,1998
Aparthotel Citadines Barcelona Ramblas ,1996-09-17 22:00:00+00:00,C Rambla,122,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Centraleta,932701111,3,4307242734059220,4581702853636130,4138387005517160,2171462635664810,9,1996
Hotel  Catalonia  Park Putxet ,1998-01-19 23:00:00+00:00,C Putxet,68,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8023,BARCELONA,Tel.,932125158,4,4284700937609010,4584333537503970,41407366339470600,2144194750525620,1,1998
Hotel Reding Croma ,1996-09-17 22:00:00+00:00,C Gravina,5,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Centraleta,934121097,3,4302414390653160,4581869399911540,41385328362299104,21656693493158300,9,1996
Hotel Pere IV ,2003-05-20 09:24:40+00:00,C Pallars,128,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,Tel.,933209650,4,4324876289732880,4583147719895190,4139703348538710,21923892777719300,5,2003
Hotel Aranea ,2003-05-20 11:59:30+00:00,C Consell de Cent,444,5,el Fort Pienc,2,Eixample,8013,BARCELONA,Tel.,932477474,3,431100964411104,4583328020856750,41398539783459800,21757825400899500,5,2003
Hotel Vincci Maritimo ,2003-04-05 09:47:16+00:00,Carrer de Llull,340,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,Barcelona,Tel.,933562600,4,43418226326832304,4584362019386000,414081108740704,2212527298257550,4,2003
Aparthotel Bonanova Suite ,1996-09-17 22:00:00+00:00,C Bisbe Sivilla,7,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,BARCELONA,Centraleta,932531563,3,42779356537533200,4584133813307820,4140550702323450,2136125269204440,9,1996
Hotel Silken Concordia ,2004-04-01 12:45:27+00:00,Av Paral.lel,115,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,Centraleta,933249180,4,4298543000708640,4580708129165890,4137483551026780,2161173954583210,4,2004
Hotel Melia Barcelona Sarria,1996-09-17 22:00:00+00:00,Av Sarrià,50,19,les Corts,4,Les Corts,8029,BARCELONA,Tel.,934106060,5,42826942209540400,4582526121090860,41391069780547296,21420082494613000,9,1996
Hotel Exe Cristal Palace ,1996-09-17 22:00:00+00:00,C Diputació,257,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,933930970,4,4302809935773780,4582368524049290,4138982724010400,2166084940870220,9,1996
Hotel Internacional Rambla Atiram ,1996-09-17 22:00:00+00:00,C Rambla,78,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Reserves,935151723,1,43089949376545904,45813963046638000,413811241297046,21735930187947900,9,1996
Hotel Catalonia Atenas ,1996-09-17 22:00:00+00:00,Av Meridiana,151,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,BARCELONA,Centraleta,932322011,4,432016524237164,4584702393638750,41410996268212800,21865796585930900,9,1996
Hotel Alba ,1996-09-17 22:00:00+00:00,C Hospital,83,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,934428367,3,4306034186618990,45813098114473400,41380319629186000,21700623712630000,9,1996
Hotel Regas ,1996-09-17 22:00:00+00:00,C Regàs,10,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,BARCELONA,Tel.,932380092,2,4291229876222740,4583367698060950,4139872522496300,21521184336205300,9,1996
Hotel 1898 ,2005-01-05 12:50:04+00:00,C Rambla,109,1,el Raval,1,Ciutat Vella,8002,BARCELONA,Tel.,935529552,4,4307021796286800,4581664153009290,4138351958772660,21712028468782900,1,2005
Hotel Evenia Rossello ,2003-12-03 12:15:58+00:00,C Rosselló,191,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,BARCELONA,Centraleta,932386355,4,42935585250672000,4582666974945370,41392434558929296,2154985585974790,12,2003
Hotel Peninsular ,1996-09-17 22:00:00+00:00,C Sant Pau,34,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,933023138,1,4308074576943170,4581230824260120,4137962578754920,21725113181323500,9,1996
Hotel Petit Palace Boqueria Garden ,2006-07-07 08:53:32+00:00,C Boqueria,10,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933020753,4,43093030545916600,4581429060350400,41381421796071504,21739577408033900,7,2006
Hotel H10 Marina Barcelona ,2001-11-02 23:00:00+00:00,Av Bogatell,64,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,BARCELONA,Tel.,933097917,4,4324864070728440,4582710678158530,4139309706918290,2192423387549550,11,2001
Hotel Paralll ,1996-09-17 22:00:00+00:00,C Poeta Cabanyes,5,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,Tel.,933291104,2,4302576451542790,4580680335520680,4137462023735870,21659999978001100,9,1996
Hotel Onix Liceo ,2007-11-22 12:46:17+00:00,C Nou de la Rambla,36,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,934816441,4,4308539452781590,458105644997168,41378059246159296,217308711223,11,2007
Hotel chic&basic Lemon ,2018-08-14 13:32:01+00:00,C Pelai,6,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,933426666,2,4301974634815490,4581923661372950,41385813263172600,2165137191742490,8,2018
Hotel Boutique Serennia Exclusive Rooms ,2018-08-16 07:30:10+00:00,Rda Universitat,9,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,932157255,2,43022635318689504,4581990300728620,4138641596849560,21654750128093800,8,2018
Hotel Pestana Arena Barcelona ,2006-07-11 10:44:54+00:00,C Consell de Cent,51,15,Hostafrancs,3,Sants-Montjuïc,8014,BARCELONA,Centraleta,932893921,4,42859137430339504,4580938028657230,41376795061952704,2146045971839950,7,2006
Hotel Ramblas Barcelona ,1996-09-17 22:00:00+00:00,C Rambla,33,1,el Raval,1,Ciutat Vella,8002,BARCELONA,Centraleta,933015700,3,43100588477851296,4581164960943550,41379049614922400,2174891612512320,9,1996
Hotel Exe Plaza Catalunya,2019-05-29 13:58:33+00:00,Rda Universitat,18,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,932408419,5,4303930425571430,4582035770319280,41386839939302096,2167463268055390,5,2019
Hotel Regina ,1996-09-17 22:00:00+00:00,C Bergara,2,7,la Dreta de l'Eixample,2,Eixample,8002,BARCELONA,Centraleta,933013232,4,4304319001989840,4581941166250450,413859912320794,21679388428543800,9,1996
Hotel Catalonia Albeniz ,1996-09-17 22:00:00+00:00,C Aragó,591,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,BARCELONA,Centraleta,932652626,3,4319523689234740,4584389843673430,41408175800067000,21858472636212700,9,1996
Hotel Le Meridien Barcelona ,1996-09-17 22:00:00+00:00,C Rambla,111,1,el Raval,1,Ciutat Vella,8002,BARCELONA,Tel.,933186200,5,4306794888403740,4581707348583080,413839066821341,21709265519982100,9,1996
Hotel Granados 83 ,2006-03-07 09:11:57+00:00,C Enric Granados,83,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8008,BARCELONA,Tel.,934929670,4,4295107490144500,4582604334588830,4139188397012150,21568454879910100,3,2006
Hotel Condal ,1996-09-17 22:00:00+00:00,C Boqueria,23,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933181882,2,430955920206844,4581445064199430,4138156813651420,21742622276082000,9,1996
Ayre Hotel Caspe ,2007-11-30 12:29:54+00:00,C Casp,103,5,el Fort Pienc,2,Eixample,8013,BARCELONA,Tel.,932467000,4,43140759348731600,4583054899583310,41396106080084896,2179481225396930,11,2007
Hotel Pelayo ,1996-09-17 22:00:00+00:00,C Pelai,9,7,la Dreta de l'Eixample,2,Eixample,8001,BARCELONA,Tel.,933023727,1,43031546633302896,4581930527330290,4138588533316100,2166547614101150,9,1996
Hotel Indigo Barcelona ,2013-04-24 15:12:35+00:00,G.V. Corts Catalanes,629,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Tel.,936026690,4,4306324771287910,4582525191592980,41391268683912000,217027069975196,4,2013
Hotel Lleo ,1996-09-17 22:00:00+00:00,C Pelai,22,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Centraleta,933181312,3,430307518414653,4581909464534190,41385694938808704,2166454986668300,9,1996
Hotel Olivia Balmes ,2013-10-17 11:48:34+00:00,C Balmes,117,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8008,BARCELONA,Informació,932144163,4,42966621649682600,4582636166310650,41392184277892600,2158701217286060,10,2013
Hotel Catalonia Square ,2014-03-25 12:07:35+00:00,Rda Sant Pere,9,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Tel.,933023386,4,43071582537988000,4582228144508410,41388600459145,21713015344133000,3,2014
Hotel Intercontinental Barcelona ,1996-09-17 22:00:00+00:00,Avinguda de Rius i Taulet,1,11,el Poble-sec,3,Sants-Montjuïc,8004,Barcelona,Centraleta,93 426 22 23,4,4292990855180070,4580480018277140,41372732404817504,2154561805336500,9,1996
Hotel Ibis Barcelona Placa Glories 22 ,2013-01-28 12:25:56+00:00,C Ciutat de Granada,99,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,Tel.,933007777,2,4326559812475030,4583596665549630,4140109113013270,2194353048792860,1,2013
